"Time","vera-rubin-simulator"
2020-11-27 10:26:00,
2020-11-27 10:26:30,
2020-11-27 10:27:00,32060006
2020-11-27 10:27:30,70386774
2020-11-27 10:28:00,110547958
2020-11-27 10:28:30,150658555
2020-11-27 10:29:00,190885730
2020-11-27 10:29:30,233794209
2020-11-27 10:30:00,276667909
2020-11-27 10:30:30,319419205
2020-11-27 10:31:00,362210939
2020-11-27 10:31:30,409210856
2020-11-27 10:32:00,416069624
2020-11-27 10:32:30,419708527
2020-11-27 10:33:00,422798466
2020-11-27 10:33:30,425989409
2020-11-27 10:34:00,427069644
2020-11-27 10:34:30,426872641
2020-11-27 10:35:00,427019192
2020-11-27 10:35:30,427101904
2020-11-27 10:36:00,427135831
2020-11-27 10:36:30,427116653
2020-11-27 10:37:00,427073606
2020-11-27 10:37:30,427062354
2020-11-27 10:38:00,427053182
2020-11-27 10:38:30,427156387
2020-11-27 10:39:00,427147954
2020-11-27 10:39:30,427152509
2020-11-27 10:40:00,427191762
2020-11-27 10:40:30,427251540
2020-11-27 10:41:00,427172880
2020-11-27 10:41:30,427281727
2020-11-27 10:42:00,427330727
2020-11-27 10:42:30,427299376
2020-11-27 10:43:00,427287264
2020-11-27 10:43:30,427319816
2020-11-27 10:44:00,427289924
2020-11-27 10:44:30,427223424
2020-11-27 10:45:00,427235460
2020-11-27 10:45:30,427284351
2020-11-27 10:46:00,427326278
2020-11-27 10:46:30,427176902
2020-11-27 10:47:00,427192386
2020-11-27 10:47:30,427134146
2020-11-27 10:48:00,427226706
2020-11-27 10:48:30,427175660

