"Time","vera-rubin-simulator"
2020-11-26 11:43:30,
2020-11-26 11:44:00,853106
2020-11-26 11:44:30,4676468
2020-11-26 11:45:00,7392420
2020-11-26 11:45:30,10142295
2020-11-26 11:46:00,12859926
2020-11-26 11:46:30,15577674
2020-11-26 11:47:00,18298387
2020-11-26 11:47:30,21037339
2020-11-26 11:48:00,23747566
2020-11-26 11:48:30,26696097
2020-11-26 11:49:00,27176457
2020-11-26 11:49:30,27194067
2020-11-26 11:50:00,27250264
2020-11-26 11:50:30,27241424
2020-11-26 11:51:00,27233970
2020-11-26 11:51:30,27244744
2020-11-26 11:52:00,27247740
2020-11-26 11:52:30,27203119
2020-11-26 11:53:00,27184670
2020-11-26 11:53:30,27166521
2020-11-26 11:54:00,27140628
2020-11-26 11:54:30,27113295
2020-11-26 11:55:00,27128878
2020-11-26 11:55:30,27131822
2020-11-26 11:56:00,27113284
2020-11-26 11:56:30,27085396
2020-11-26 11:57:00,27137673
2020-11-26 11:57:30,27115086
2020-11-26 11:58:00,27187590
2020-11-26 11:58:30,27199559
2020-11-26 11:59:00,27190181
2020-11-26 11:59:30,27262686
2020-11-26 12:00:00,27252066
2020-11-26 12:00:30,27213475
2020-11-26 12:01:00,27254535
2020-11-26 12:01:30,27216967
2020-11-26 12:02:00,27233403
2020-11-26 12:02:30,27252833
2020-11-26 12:03:00,27261816
2020-11-26 12:03:30,27251494
2020-11-26 12:04:00,27274849
2020-11-26 12:04:30,27275858
2020-11-26 12:05:00,27280564
2020-11-26 12:05:30,27295016
2020-11-26 12:06:00,27304940
2020-11-26 12:06:30,27344837
2020-11-26 12:07:00,27346639

