"Time","vera-rubin-simulator"
2020-11-26 14:58:30,
2020-11-26 14:59:00,10151498
2020-11-26 14:59:30,19920236
2020-11-26 15:00:00,30005184
2020-11-26 15:00:30,39922192
2020-11-26 15:01:00,50461850
2020-11-26 15:01:30,61216605
2020-11-26 15:02:00,71894626
2020-11-26 15:02:30,82640946
2020-11-26 15:03:00,93334674
2020-11-26 15:03:30,102700987
2020-11-26 15:04:00,104311116
2020-11-26 15:04:30,105088591
2020-11-26 15:05:00,105837463
2020-11-26 15:05:30,106606097
2020-11-26 15:06:00,106645297
2020-11-26 15:06:30,106659148
2020-11-26 15:07:00,106654349
2020-11-26 15:07:30,106657161
2020-11-26 15:08:00,106649367
2020-11-26 15:08:30,106680146
2020-11-26 15:09:00,106670725
2020-11-26 15:09:30,106723755
2020-11-26 15:10:00,106731223
2020-11-26 15:10:30,106734819
2020-11-26 15:11:00,106752647
2020-11-26 15:11:30,106705036
2020-11-26 15:12:00,106764960
2020-11-26 15:12:30,106724121
2020-11-26 15:13:00,106762293
2020-11-26 15:13:30,106740760
2020-11-26 15:14:00,106777697
2020-11-26 15:14:30,106750604
2020-11-26 15:15:00,106771072
2020-11-26 15:15:30,106684490
2020-11-26 15:16:00,106720751
2020-11-26 15:16:30,106747719
2020-11-26 15:17:00,106770459
2020-11-26 15:17:30,106738924
2020-11-26 15:18:00,106691462
2020-11-26 15:18:30,106704012
2020-11-26 15:19:00,106726139
2020-11-26 15:19:30,106706961
2020-11-26 15:20:00,106707488
2020-11-26 15:20:30,106665458
2020-11-26 15:21:00,106666286
2020-11-26 15:21:30,106644084
2020-11-26 15:22:00,106674690
2020-11-26 15:22:30,106669828
2020-11-26 15:23:00,106712868
2020-11-26 15:23:30,106680813
2020-11-26 15:24:00,106646014
2020-11-26 15:24:30,106647682
2020-11-26 15:25:00,106712247
2020-11-26 15:25:30,106663461
2020-11-26 15:26:00,106670176
2020-11-26 15:26:30,106636991
2020-11-26 15:27:00,106686119
2020-11-26 15:27:30,106661328
2020-11-26 15:28:00,106718212

