"Time","vera-rubin-simulator"
2020-11-24 12:51:00,
2020-11-24 12:51:30,
2020-11-24 12:52:00,75
2020-11-24 12:52:30,135
2020-11-24 12:53:00,194
2020-11-24 12:53:30,253
2020-11-24 12:54:00,313
2020-11-24 12:54:30,372
2020-11-24 12:55:00,432
2020-11-24 12:55:30,492
2020-11-24 12:56:00,551
2020-11-24 12:56:30,595
2020-11-24 12:57:00,595
2020-11-24 12:57:30,595
2020-11-24 12:58:00,595
2020-11-24 12:58:30,595
2020-11-24 12:59:00,595
2020-11-24 12:59:30,595
2020-11-24 13:00:00,595
2020-11-24 13:00:30,595
2020-11-24 13:01:00,594
2020-11-24 13:01:30,594
2020-11-24 13:02:00,594
2020-11-24 13:02:30,594
2020-11-24 13:03:00,594
2020-11-24 13:03:30,594
2020-11-24 13:04:00,594
2020-11-24 13:04:30,595
2020-11-24 13:05:00,595
2020-11-24 13:05:30,595
2020-11-24 13:06:00,594
2020-11-24 13:06:30,594
2020-11-24 13:07:00,594
2020-11-24 13:07:30,593
2020-11-24 13:08:00,593
2020-11-24 13:08:30,592
2020-11-24 13:09:00,592
2020-11-24 13:09:30,592
2020-11-24 13:10:00,592
2020-11-24 13:10:30,592
2020-11-24 13:11:00,592
2020-11-24 13:11:30,592
2020-11-24 13:12:00,592
2020-11-24 13:12:30,592
2020-11-24 13:13:00,592
2020-11-24 13:13:30,593
2020-11-24 13:14:00,593
2020-11-24 13:14:30,593
2020-11-24 13:15:00,593
2020-11-24 13:15:30,593
2020-11-24 13:16:00,593
2020-11-24 13:16:30,593
2020-11-24 13:17:00,593
2020-11-24 13:17:30,592
2020-11-24 13:18:00,592
2020-11-24 13:18:30,592
2020-11-24 13:19:00,592
2020-11-24 13:19:30,592
2020-11-24 13:20:00,592
2020-11-24 13:20:30,592
2020-11-24 13:21:00,592
2020-11-24 13:21:30,592
2020-11-24 13:22:00,592
2020-11-24 13:22:30,592
2020-11-24 13:23:00,592
2020-11-24 13:23:30,592

