"Time","vera-rubin-simulator"
2020-11-24 16:53:30,
2020-11-24 16:54:00,45
2020-11-24 16:54:30,74
2020-11-24 16:55:00,104
2020-11-24 16:55:30,133
2020-11-24 16:56:00,162
2020-11-24 16:56:30,192
2020-11-24 16:57:00,221
2020-11-24 16:57:30,250
2020-11-24 16:58:00,283
2020-11-24 16:58:30,293
2020-11-24 16:59:00,293
2020-11-24 16:59:30,293
2020-11-24 17:00:00,294
2020-11-24 17:00:30,293
2020-11-24 17:01:00,293
2020-11-24 17:01:30,294
2020-11-24 17:02:00,293
2020-11-24 17:02:30,293
2020-11-24 17:03:00,293
2020-11-24 17:03:30,293
2020-11-24 17:04:00,293
2020-11-24 17:04:30,293
2020-11-24 17:05:00,293
2020-11-24 17:05:30,293
2020-11-24 17:06:00,293
2020-11-24 17:06:30,294
2020-11-24 17:07:00,294
2020-11-24 17:07:30,294
2020-11-24 17:08:00,294
2020-11-24 17:08:30,294
2020-11-24 17:09:00,294
2020-11-24 17:09:30,294
2020-11-24 17:10:00,294
2020-11-24 17:10:30,294
2020-11-24 17:11:00,294
2020-11-24 17:11:30,294
2020-11-24 17:12:00,294
2020-11-24 17:12:30,294
2020-11-24 17:13:00,293
2020-11-24 17:13:30,294
2020-11-24 17:14:00,294
2020-11-24 17:14:30,294
2020-11-24 17:15:00,294

