"Time","vera-rubin-simulator"
2020-11-24 13:05:00,
2020-11-24 13:05:30,9600836
2020-11-24 13:06:00,52683088
2020-11-24 13:06:30,83407442
2020-11-24 13:07:00,112737832
2020-11-24 13:07:30,142783348
2020-11-24 13:08:00,172588833
2020-11-24 13:08:30,202189363
2020-11-24 13:09:00,232316657
2020-11-24 13:09:30,262053792
2020-11-24 13:10:00,294910448
2020-11-24 13:10:30,298994854
2020-11-24 13:11:00,298686770
2020-11-24 13:11:30,298152748
2020-11-24 13:12:00,299071541
2020-11-24 13:12:30,298243819
2020-11-24 13:13:00,299090544
2020-11-24 13:13:30,299343360
2020-11-24 13:14:00,299112235
2020-11-24 13:14:30,298878983
2020-11-24 13:15:00,298609393
2020-11-24 13:15:30,297717542
2020-11-24 13:16:00,297456314
2020-11-24 13:16:30,295060084
2020-11-24 13:17:00,294445887
2020-11-24 13:17:30,293980488
2020-11-24 13:18:00,292447792
2020-11-24 13:18:30,291105989
2020-11-24 13:19:00,287326992
2020-11-24 13:19:30,285259038
2020-11-24 13:20:00,283996088
2020-11-24 13:20:30,283616828
2020-11-24 13:21:00,284511943
2020-11-24 13:21:30,283754216
2020-11-24 13:22:00,284525516
2020-11-24 13:22:30,284027199
2020-11-24 13:23:00,285301049
2020-11-24 13:23:30,288763105
2020-11-24 13:24:00,290890475
2020-11-24 13:24:30,293006584
2020-11-24 13:25:00,293473381

