"Time","vera-rubin-simulator"
2020-11-26 12:20:30,
2020-11-26 12:21:00,
2020-11-26 12:21:30,
2020-11-26 12:22:00,67
2020-11-26 12:22:30,127
2020-11-26 12:23:00,186
2020-11-26 12:23:30,246
2020-11-26 12:24:00,306
2020-11-26 12:24:30,366
2020-11-26 12:25:00,426
2020-11-26 12:25:30,487
2020-11-26 12:26:00,546
2020-11-26 12:26:30,599
2020-11-26 12:27:00,600
2020-11-26 12:27:30,600
2020-11-26 12:28:00,600
2020-11-26 12:28:30,601
2020-11-26 12:29:00,601
2020-11-26 12:29:30,601
2020-11-26 12:30:00,601
2020-11-26 12:30:30,601
2020-11-26 12:31:00,601
2020-11-26 12:31:30,601
2020-11-26 12:32:00,601
2020-11-26 12:32:30,601
2020-11-26 12:33:00,601
2020-11-26 12:33:30,601
2020-11-26 12:34:00,601
2020-11-26 12:34:30,601
2020-11-26 12:35:00,601
2020-11-26 12:35:30,600
2020-11-26 12:36:00,600
2020-11-26 12:36:30,600
2020-11-26 12:37:00,600
2020-11-26 12:37:30,599
2020-11-26 12:38:00,599
2020-11-26 12:38:30,599
2020-11-26 12:39:00,599
2020-11-26 12:39:30,599
2020-11-26 12:40:00,599
2020-11-26 12:40:30,598
2020-11-26 12:41:00,597
2020-11-26 12:41:30,597
2020-11-26 12:42:00,597
2020-11-26 12:42:30,597
2020-11-26 12:43:00,597
2020-11-26 12:43:30,597
2020-11-26 12:44:00,597
2020-11-26 12:44:30,597
2020-11-26 12:45:00,597
2020-11-26 12:45:30,597
2020-11-26 12:46:00,598
2020-11-26 12:46:30,598
2020-11-26 12:47:00,597
2020-11-26 12:47:30,597
2020-11-26 12:48:00,597
2020-11-26 12:48:30,597
2020-11-26 12:49:00,596
2020-11-26 12:49:30,596
2020-11-26 12:50:00,597
2020-11-26 12:50:30,597
2020-11-26 12:51:00,597
2020-11-26 12:51:30,598
2020-11-26 12:52:00,598
2020-11-26 12:52:30,599

