"Time","vera-rubin-simulator"
2020-11-26 13:09:30,
2020-11-26 13:10:00,
2020-11-26 13:10:30,73
2020-11-26 13:11:00,133
2020-11-26 13:11:30,192
2020-11-26 13:12:00,251
2020-11-26 13:12:30,310
2020-11-26 13:13:00,369
2020-11-26 13:13:30,429
2020-11-26 13:14:00,488
2020-11-26 13:14:30,547
2020-11-26 13:15:00,590
2020-11-26 13:15:30,591
2020-11-26 13:16:00,592
2020-11-26 13:16:30,592
2020-11-26 13:17:00,592
2020-11-26 13:17:30,592
2020-11-26 13:18:00,593
2020-11-26 13:18:30,593
2020-11-26 13:19:00,593
2020-11-26 13:19:30,593
2020-11-26 13:20:00,593
2020-11-26 13:20:30,593
2020-11-26 13:21:00,594
2020-11-26 13:21:30,594
2020-11-26 13:22:00,594
2020-11-26 13:22:30,594
2020-11-26 13:23:00,594
2020-11-26 13:23:30,594
2020-11-26 13:24:00,594
2020-11-26 13:24:30,594
2020-11-26 13:25:00,594
2020-11-26 13:25:30,594
2020-11-26 13:26:00,594
2020-11-26 13:26:30,594
2020-11-26 13:27:00,593
2020-11-26 13:27:30,593
2020-11-26 13:28:00,593
2020-11-26 13:28:30,593
2020-11-26 13:29:00,593
2020-11-26 13:29:30,593
2020-11-26 13:30:00,593
2020-11-26 13:30:30,593
2020-11-26 13:31:00,593
2020-11-26 13:31:30,593
2020-11-26 13:32:00,593
2020-11-26 13:32:30,593
2020-11-26 13:33:00,594
2020-11-26 13:33:30,593
2020-11-26 13:34:00,593
2020-11-26 13:34:30,593
2020-11-26 13:35:00,593
2020-11-26 13:35:30,593
2020-11-26 13:36:00,594
2020-11-26 13:36:30,593
2020-11-26 13:37:00,594
2020-11-26 13:37:30,594
2020-11-26 13:38:00,593
2020-11-26 13:38:30,594
2020-11-26 13:39:00,594
2020-11-26 13:39:30,593
2020-11-26 13:40:00,594
2020-11-26 13:40:30,594
2020-11-26 13:41:00,593
2020-11-26 13:41:30,594
2020-11-26 13:42:00,594
2020-11-26 13:42:30,593
2020-11-26 13:43:00,594
2020-11-26 13:43:30,594
2020-11-26 13:44:00,593
2020-11-26 13:44:30,593
2020-11-26 13:45:00,593
2020-11-26 13:45:30,593
2020-11-26 13:46:00,593

