"Time","vera-rubin-simulator"
2020-11-24 16:53:30,
2020-11-24 16:54:00,4140612
2020-11-24 16:54:30,6801781
2020-11-24 16:55:00,9507457
2020-11-24 16:55:30,12187323
2020-11-24 16:56:00,14844074
2020-11-24 16:56:30,17568524
2020-11-24 16:57:00,20250484
2020-11-24 16:57:30,22944056
2020-11-24 16:58:00,25999906
2020-11-24 16:58:30,26910212
2020-11-24 16:59:00,26916533
2020-11-24 16:59:30,26889907
2020-11-24 17:00:00,26935276
2020-11-24 17:00:30,26919768
2020-11-24 17:01:00,26890815
2020-11-24 17:01:30,26928975
2020-11-24 17:02:00,26875073
2020-11-24 17:02:30,26909986
2020-11-24 17:03:00,26901478
2020-11-24 17:03:30,26918202
2020-11-24 17:04:00,26902293
2020-11-24 17:04:30,26898211
2020-11-24 17:05:00,26906609
2020-11-24 17:05:30,26917739
2020-11-24 17:06:00,26907816
2020-11-24 17:06:30,26926465
2020-11-24 17:07:00,26914325
2020-11-24 17:07:30,26940175
2020-11-24 17:08:00,26965228
2020-11-24 17:08:30,26929791
2020-11-24 17:09:00,26978147
2020-11-24 17:09:30,26968625
2020-11-24 17:10:00,26966526
2020-11-24 17:10:30,26953118
2020-11-24 17:11:00,26962856
2020-11-24 17:11:30,26938607
2020-11-24 17:12:00,26933014
2020-11-24 17:12:30,26938347
2020-11-24 17:13:00,26916720
2020-11-24 17:13:30,26969907
2020-11-24 17:14:00,26927088
2020-11-24 17:14:30,26942095
2020-11-24 17:15:00,26946885

