"Time","vera-rubin-simulator"
2020-11-24 12:11:30,
2020-11-24 12:12:00,164
2020-11-24 12:12:30,273
2020-11-24 12:13:00,381
2020-11-24 12:13:30,492
2020-11-24 12:14:00,608
2020-11-24 12:14:30,723
2020-11-24 12:15:00,838
2020-11-24 12:15:30,954
2020-11-24 12:16:00,1069
2020-11-24 12:16:30,1127
2020-11-24 12:17:00,1134
2020-11-24 12:17:30,1141
2020-11-24 12:18:00,1150
2020-11-24 12:18:30,1150
2020-11-24 12:19:00,1150
2020-11-24 12:19:30,1150
2020-11-24 12:20:00,1150
2020-11-24 12:20:30,1150
2020-11-24 12:21:00,1150
2020-11-24 12:21:30,1150
2020-11-24 12:22:00,1150
2020-11-24 12:22:30,1150
2020-11-24 12:23:00,1150
2020-11-24 12:23:30,1150
2020-11-24 12:24:00,1150
2020-11-24 12:24:30,1150
2020-11-24 12:25:00,1150
2020-11-24 12:25:30,1150
2020-11-24 12:26:00,1151

