"Time","vera-rubin-simulator"
2020-11-24 10:26:30,
2020-11-24 10:27:00,
2020-11-24 10:27:30,
2020-11-24 10:28:00,
2020-11-24 10:28:30,
2020-11-24 10:29:00,
2020-11-24 10:29:30,
2020-11-24 10:30:00,
2020-11-24 10:30:30,
2020-11-24 10:31:00,
2020-11-24 10:31:30,
2020-11-24 10:32:00,12735003
2020-11-24 10:32:30,22512377
2020-11-24 10:33:00,32456338
2020-11-24 10:33:30,42222146
2020-11-24 10:34:00,52829051
2020-11-24 10:34:30,63446482
2020-11-24 10:35:00,74089575
2020-11-24 10:35:30,84696887
2020-11-24 10:36:00,95294230
2020-11-24 10:36:30,102975934
2020-11-24 10:37:00,103927140
2020-11-24 10:37:30,104749104
2020-11-24 10:38:00,105494040
2020-11-24 10:38:30,105904173
2020-11-24 10:39:00,105922376
2020-11-24 10:39:30,105907094
2020-11-24 10:40:00,105910693
2020-11-24 10:40:30,105838553
2020-11-24 10:41:00,105857588
2020-11-24 10:41:30,105881601
2020-11-24 10:42:00,105890005
2020-11-24 10:42:30,105899230
2020-11-24 10:43:00,105885456
2020-11-24 10:43:30,105881887
2020-11-24 10:44:00,105855362
2020-11-24 10:44:30,105829594
2020-11-24 10:45:00,105905672
2020-11-24 10:45:30,105845872
2020-11-24 10:46:00,105807438
2020-11-24 10:46:30,105800947
2020-11-24 10:47:00,105772744
2020-11-24 10:47:30,105824056
2020-11-24 10:48:00,105794134
2020-11-24 10:48:30,105802255
2020-11-24 10:49:00,105802735
2020-11-24 10:49:30,105810926
2020-11-24 10:50:00,105882488
2020-11-24 10:50:30,105876818
2020-11-24 10:51:00,105876490
2020-11-24 10:51:30,105864191
2020-11-24 10:52:00,105837810
2020-11-24 10:52:30,105851633
2020-11-24 10:53:00,105876307
2020-11-24 10:53:30,105859488
2020-11-24 10:54:00,105870136
2020-11-24 10:54:30,105880547
2020-11-24 10:55:00,105918358
2020-11-24 10:55:30,105956698
2020-11-24 10:56:00,105969045
2020-11-24 10:56:30,105954399

