"Time","vera-rubin-simulator"
2020-11-24 11:21:30,
2020-11-24 11:22:00,20275513
2020-11-24 11:22:30,39431745
2020-11-24 11:23:00,58926447
2020-11-24 11:23:30,78334267
2020-11-24 11:24:00,98324001
2020-11-24 11:24:30,118870800
2020-11-24 11:25:00,139538449
2020-11-24 11:25:30,160227232
2020-11-24 11:26:00,180800034
2020-11-24 11:26:30,199010014
2020-11-24 11:27:00,201308114
2020-11-24 11:27:30,202882392
2020-11-24 11:28:00,204155002
2020-11-24 11:28:30,205501881
2020-11-24 11:29:00,205577498
2020-11-24 11:29:30,205716249
2020-11-24 11:30:00,205456316
2020-11-24 11:30:30,205220977
2020-11-24 11:31:00,205161359
2020-11-24 11:31:30,204909134
2020-11-24 11:32:00,205034027
2020-11-24 11:32:30,204863114
2020-11-24 11:33:00,204975714
2020-11-24 11:33:30,205208293
2020-11-24 11:34:00,205257660
2020-11-24 11:34:30,205415890
2020-11-24 11:35:00,205724561
2020-11-24 11:35:30,204802449
2020-11-24 11:36:00,205621793
2020-11-24 11:36:30,205678937
2020-11-24 11:37:00,205617637
2020-11-24 11:37:30,205476503
2020-11-24 11:38:00,205173055
2020-11-24 11:38:30,205109111
2020-11-24 11:39:00,205146195
2020-11-24 11:39:30,205549427
2020-11-24 11:40:00,204662787
2020-11-24 11:40:30,203328306
2020-11-24 11:41:00,204556892
2020-11-24 11:41:30,204666100
2020-11-24 11:42:00,204706330

