"Time","vera-rubin-simulator"
2020-11-24 11:56:00,
2020-11-24 11:56:30,28024341
2020-11-24 11:57:00,48145399
2020-11-24 11:57:30,67643880
2020-11-24 11:58:00,87155221
2020-11-24 11:58:30,107449860
2020-11-24 11:59:00,128214523
2020-11-24 11:59:30,148846311
2020-11-24 12:00:00,169376631
2020-11-24 12:00:30,189876599
2020-11-24 12:01:00,200717235
2020-11-24 12:01:30,202043845
2020-11-24 12:02:00,203183277
2020-11-24 12:02:30,204790210
2020-11-24 12:03:00,205064319
2020-11-24 12:03:30,205218233
2020-11-24 12:04:00,205158007
2020-11-24 12:04:30,204349240
2020-11-24 12:05:00,204523172
2020-11-24 12:05:30,204275795
2020-11-24 12:06:00,204278580
2020-11-24 12:06:30,204428623
2020-11-24 12:07:00,204366324
2020-11-24 12:07:30,204352477
2020-11-24 12:08:00,204585285
2020-11-24 12:08:30,204209435
2020-11-24 12:09:00,204345844
2020-11-24 12:09:30,205395853
2020-11-24 12:10:00,205000776
2020-11-24 12:10:30,205239633
2020-11-24 12:11:00,205201103
2020-11-24 12:11:30,205130255
2020-11-24 12:12:00,205254292
2020-11-24 12:12:30,205250205
2020-11-24 12:13:00,206224755
2020-11-24 12:13:30,205340282
2020-11-24 12:14:00,202757729
2020-11-24 12:14:30,204591251
2020-11-24 12:15:00,204254632
2020-11-24 12:15:30,204306754
2020-11-24 12:16:00,204215313
2020-11-24 12:16:30,204199554
2020-11-24 12:17:00,204185183
2020-11-24 12:17:30,204262887
2020-11-24 12:18:00,204594681
2020-11-24 12:18:30,204611920
2020-11-24 12:19:00,205487677

