"Time","vera-rubin-simulator"
2020-11-24 12:11:30,
2020-11-24 12:12:00,15026894
2020-11-24 12:12:30,25048885
2020-11-24 12:13:00,34940798
2020-11-24 12:13:30,45106864
2020-11-24 12:14:00,55739615
2020-11-24 12:14:30,66365664
2020-11-24 12:15:00,76927373
2020-11-24 12:15:30,87548110
2020-11-24 12:16:00,98052014
2020-11-24 12:16:30,103415204
2020-11-24 12:17:00,104057623
2020-11-24 12:17:30,104685507
2020-11-24 12:18:00,105516832
2020-11-24 12:18:30,105526317
2020-11-24 12:19:00,105523911
2020-11-24 12:19:30,105501905
2020-11-24 12:20:00,105492105
2020-11-24 12:20:30,105484292
2020-11-24 12:21:00,105482656
2020-11-24 12:21:30,105535843
2020-11-24 12:22:00,105518682
2020-11-24 12:22:30,105486006
2020-11-24 12:23:00,105493504
2020-11-24 12:23:30,105488853
2020-11-24 12:24:00,105478160
2020-11-24 12:24:30,105523581
2020-11-24 12:25:00,105498051
2020-11-24 12:25:30,105540706
2020-11-24 12:26:00,105550723
2020-11-24 12:26:30,105567480
2020-11-24 12:27:00,105509664
2020-11-24 12:27:30,105577287
2020-11-24 12:28:00,105586082
2020-11-24 12:28:30,105570840
2020-11-24 12:29:00,105523452
2020-11-24 12:29:30,105553682
2020-11-24 12:30:00,105522869
2020-11-24 12:30:30,105531688
2020-11-24 12:31:00,105471141
2020-11-24 12:31:30,105487528
2020-11-24 12:32:00,105477407
2020-11-24 12:32:30,105453072
2020-11-24 12:33:00,105458292
2020-11-24 12:33:30,105754957
2020-11-24 12:34:00,105498237
2020-11-24 12:34:30,105500271
2020-11-24 12:35:00,105485436

