"Time","vera-rubin-simulator"
2020-11-24 12:51:00,
2020-11-24 12:51:30,
2020-11-24 12:52:00,6837870
2020-11-24 12:52:30,12340440
2020-11-24 12:53:00,17773305
2020-11-24 12:53:30,23235270
2020-11-24 12:54:00,28710314
2020-11-24 12:54:30,34170102
2020-11-24 12:55:00,39621444
2020-11-24 12:55:30,45090687
2020-11-24 12:56:00,50530544
2020-11-24 12:56:30,54556567
2020-11-24 12:57:00,54594041
2020-11-24 12:57:30,54586640
2020-11-24 12:58:00,54584334
2020-11-24 12:58:30,54612206
2020-11-24 12:59:00,54604955
2020-11-24 12:59:30,54579998
2020-11-24 13:00:00,54562494
2020-11-24 13:00:30,54562369
2020-11-24 13:01:00,54529794
2020-11-24 13:01:30,54533854
2020-11-24 13:02:00,54531353
2020-11-24 13:02:30,54507314
2020-11-24 13:03:00,54498166
2020-11-24 13:03:30,54510940
2020-11-24 13:04:00,54538064
2020-11-24 13:04:30,54567567
2020-11-24 13:05:00,54554483
2020-11-24 13:05:30,54563665
2020-11-24 13:06:00,54536985
2020-11-24 13:06:30,54519384
2020-11-24 13:07:00,54494987
2020-11-24 13:07:30,54450147
2020-11-24 13:08:00,54392623
2020-11-24 13:08:30,54350355
2020-11-24 13:09:00,54326578
2020-11-24 13:09:30,54323321
2020-11-24 13:10:00,54285285
2020-11-24 13:10:30,54314692
2020-11-24 13:11:00,54280393
2020-11-24 13:11:30,54313902
2020-11-24 13:12:00,54317558
2020-11-24 13:12:30,54342403
2020-11-24 13:13:00,54364111
2020-11-24 13:13:30,54402274
2020-11-24 13:14:00,54378823
2020-11-24 13:14:30,54398798
2020-11-24 13:15:00,54415806
2020-11-24 13:15:30,54400440
2020-11-24 13:16:00,54403629
2020-11-24 13:16:30,54384611
2020-11-24 13:17:00,54360351
2020-11-24 13:17:30,54356218
2020-11-24 13:18:00,54335939
2020-11-24 13:18:30,54311679
2020-11-24 13:19:00,54306151
2020-11-24 13:19:30,54320883
2020-11-24 13:20:00,54290575
2020-11-24 13:20:30,54298636
2020-11-24 13:21:00,54311409
2020-11-24 13:21:30,54322804
2020-11-24 13:22:00,54296658
2020-11-24 13:22:30,54310620
2020-11-24 13:23:00,54320842
2020-11-24 13:23:30,54317838

